AFG,1816,-6
AFG,1817,-6
AFG,1818,-6
AFG,1819,-6
AFG,1820,-6
AFG,1821,-6
AFG,1822,-6
AFG,1823,-6
AFG,1824,-6
AFG,1825,-6
AFG,1826,-6
AFG,1827,-6
AFG,1828,-6
AFG,1829,-6
AFG,1830,-6
AFG,1831,-6
AFG,1832,-6
AFG,1833,-6
AFG,1834,-6
AFG,1835,-6
AFG,1836,-6
AFG,1837,-6
AFG,1838,-6
AFG,1839,-6
AFG,1840,-6
AFG,1841,-6
AFG,1842,-6
AFG,1843,-6
AFG,1844,-6
AFG,1845,-6
AFG,1846,-6
AFG,1847,-6
AFG,1848,-6
AFG,1849,-6
AFG,1850,-6
AFG,1851,-6
AFG,1852,-6
AFG,1853,-6
AFG,1854,-6
AFG,1855,-6
AFG,1856,-6
AFG,1857,-6
AFG,1858,-6
AFG,1859,-6
AFG,1860,-6
AFG,1861,-6
AFG,1862,-6
AFG,1863,-6
AFG,1864,-6
AFG,1865,-6
AFG,1866,-6
AFG,1867,-6
AFG,1868,-6
AFG,1869,-6
AFG,1870,-6
AFG,1871,-6
AFG,1872,-6
AFG,1873,-6
AFG,1874,-6
AFG,1875,-6
AFG,1876,-6
AFG,1877,-6
AFG,1878,-6
AFG,1879,-6
AFG,1880,-6
AFG,1881,-6
AFG,1882,-6
AFG,1883,-6
AFG,1884,-6
AFG,1885,-6
AFG,1886,-6
AFG,1887,-6
AFG,1888,-6
AFG,1889,-6
AFG,1890,-6
AFG,1891,-6
AFG,1892,-6
AFG,1893,-6
AFG,1894,-6
AFG,1895,-6
AFG,1896,-6
AFG,1897,-6
AFG,1898,-6
AFG,1899,-6
AFG,1900,-6
AFG,1901,-6
AFG,1902,-6
AFG,1903,-6
AFG,1904,-6
AFG,1905,-6
AFG,1906,-6
AFG,1907,-6
AFG,1908,-6
AFG,1909,-6
AFG,1910,-6
AFG,1911,-6
AFG,1912,-6
AFG,1913,-6
AFG,1914,-6
AFG,1915,-6
AFG,1916,-6
AFG,1917,-6
AFG,1918,-6
AFG,1919,-6
AFG,1920,-6
AFG,1921,-6
AFG,1922,-6
AFG,1923,-6
AFG,1924,-6
AFG,1925,-6
AFG,1926,-6
AFG,1927,-6
AFG,1928,-6
AFG,1929,-6
AFG,1930,-6
AFG,1931,-6
AFG,1932,-6
AFG,1933,-6
AFG,1934,-6
AFG,1935,-8
AFG,1936,-8
AFG,1937,-8
AFG,1938,-8
AFG,1939,-8
AFG,1940,-8
AFG,1941,-8
AFG,1942,-8
AFG,1943,-8
AFG,1944,-8
AFG,1945,-10
AFG,1946,-10
AFG,1947,-10
AFG,1948,-10
AFG,1949,-10
AFG,1950,-10
AFG,1951,-10
AFG,1952,-10
AFG,1953,-10
AFG,1954,-10
AFG,1955,-10
AFG,1956,-10
AFG,1957,-10
AFG,1958,-10
AFG,1959,-10
AFG,1960,-10
AFG,1961,-10
AFG,1962,-10
AFG,1963,-10
AFG,1964,-7
AFG,1965,-7
AFG,1966,-7
AFG,1967,-7
AFG,1968,-7
AFG,1969,-7
AFG,1970,-7
AFG,1971,-7
AFG,1972,-7
AFG,1973,-7
AFG,1974,-7
AFG,1975,-7
AFG,1976,-7
AFG,1977,-7
AFG,1978,0
AFG,1989,-8
AFG,1990,-8
AFG,1991,-8
AFG,1992,0
AFG,1993,0
AFG,1994,0
AFG,1995,0
AFG,1996,-7
AFG,1997,-7
AFG,1998,-7
AFG,1999,-7
AFG,2000,-7
AFG,2014,-1
AFG,2015,-1
ALB,1816,-20
ALB,1817,-20
ALB,1818,-20
ALB,1819,-20
ALB,1820,-20
ALB,1821,-20
ALB,1822,-20
ALB,1823,-20
ALB,1824,-20
ALB,1825,-20
ALB,1826,-20
ALB,1827,-20
ALB,1828,-20
ALB,1829,-20
ALB,1830,-20
ALB,1831,-20
ALB,1832,-20
ALB,1833,-20
ALB,1834,-20
ALB,1835,-20
ALB,1836,-20
ALB,1837,-20
ALB,1838,-20
ALB,1839,-20
ALB,1840,-20
ALB,1841,-20
ALB,1842,-20
ALB,1843,-20
ALB,1844,-20
ALB,1845,-20
ALB,1846,-20
ALB,1847,-20
ALB,1848,-20
ALB,1849,-20
ALB,1850,-20
ALB,1851,-20
ALB,1852,-20
ALB,1853,-20
ALB,1854,-20
ALB,1855,-20
ALB,1856,-20
ALB,1857,-20
ALB,1858,-20
