BFA,1995,0.6,0.5,37.0,0.75
BDI,1995,0.95,0.95,88.0,0.95
KHM,1995,0.85,0.5,60.0,0.6
CMR,1995,0.95,0.75,78.0,0.9
CAN,1995,0.2,0.15,18.0,0.15
CPV,1995,0.3,0.5,32.0,0.5
CAF,1995,0.85,0.5,65.0,0.9
TCD,1995,0.95,0.7,72.0,0.95
CHL,1995,0.4,0.4,30.0,0.45
CHN,1995,0.9,0.75,83.0,1.0
COL,1995,0.75,0.6,48.0,0.35
COM,1995,0.55,0.55,46.0,0.65
COG,1995,0.65,0.6,53.0,0.85
COD,1995,0.95,0.9,85.0,1.0
CRI,1995,0.2,0.35,21.0,0.2
CIV,1995,0.65,0.85,63.0,0.9
XXC,1995,0.0,0.0,0.0,-0.01093691848899958
HRV,1995,0.9,0.6,56.0,0.9
CUB,1995,1.0,1.0,90.0,1.0
CYP,1995,0.35,0.25,24.0,0.2
CZE,1995,0.4,0.25,21.0,0.3
DNK,1995,0.1,0.25,9.0,0.1
DJI,1995,0.8,0.8,58.0,0.8
DMA,1995,0.4,0.3,16.0,0.1
DOM,1995,0.6,0.6,35.0,0.2
ECU,1995,0.5,0.3,41.0,0.35
EGY,1995,0.9,0.9,81.0,0.75
SLV,1995,0.65,0.65,32.0,0.2
GNQ,1995,1.0,0.5,74.0,0.7
ERI,1995,0.7,1.0,68.0,1.0
EST,1995,0.5,0.45,25.0,0.25
ETH,1995,0.65,0.7,59.0,0.9
FJI,1995,0.85,0.7,56.0,0.6
FIN,1995,0.35,0.3,15.0,0.1
FRA,1995,0.45,0.35,27.0,0.1
GAB,1995,0.6,0.4,52.0,0.7
GEO,1995,0.8,0.9,70.0,0.5
DEU,1995,0.2,0.15,18.0,0.2
GHA,1995,0.8,0.95,62.0,0.55
GRC,1995,0.3,0.2,26.0,0.4
GRD,1995,0.2,0.6,20.0,0.2
GTM,1995,0.7,0.4,60.0,0.45
GIN,1995,0.8,0.7,66.0,1.0
GNB,1995,0.75,0.9,50.0,0.3
GUY,1995,0.65,0.45,28.0,0.2
HTI,1995,0.65,0.7,51.0,0.65
HND,1995,1.0,0.35,45.0,0.25
HKG,1995,0.8,0.4,30.0,0.2
HUN,1995,0.75,0.6,38.0,0.2
ISL,1995,0.1,0.4,12.0,0.1
IND,1995,0.55,0.55,49.0,0.2
IDN,1995,1.0,0.55,71.0,0.4
IRN,1995,1.0,1.0,83.0,0.75
IRQ,1995,1.0,1.0,100.0,1.0
IRL,1995,0.25,0.25,15.0,0.15
ISR,1995,0.25,0.15,30.0,0.35
PSE,1995,1.0,1.0,94.0,1.0
ITA,1995,0.55,0.6,30.0,0.1
JAM,1995,0.25,0.35,18.0,0.3
JPN,1995,0.4,0.35,20.0,0.2
JOR,1995,0.85,0.75,48.0,0.6
KAZ,1995,0.95,0.8,61.0,0.8
KEN,1995,0.7,0.2,52.0,0.6
KIR,1995,0.9,0.1,24.0,0.2
XKX,1995,0.0,0.0,0.0,-0.01093691848899958
KWT,1995,0.95,0.9,70.0,0.6
KGZ,1995,0.9,0.65,52.0,0.6
LAO,1995,1.0,1.0,68.0,0.9
LVA,1995,0.55,0.6,29.0,0.1
LBN,1995,0.75,0.7,56.0,0.4
LSO,1995,0.75,0.85,52.0,0.65
LBR,1995,1.0,0.85,71.0,0.45
LBY,1995,1.0,1.0,85.0,1.0
LIE,1995,0.0,0.0,0.0,-0.01093691848899958
LTU,1995,0.45,0.65,29.0,0.2
LUX,1995,0.2,0.2,10.0,0.1
MKD,1995,0.7,0.5,34.0,0.5
MDG,1995,0.6,0.6,44.0,0.4
MWI,1995,0.6,0.7,43.0,0.65
MYS,1995,0.9,0.55,64.0,0.95
MDV,1995,0.9,0.9,62.0,0.8
MLI,1995,0.65,0.55,52.0,0.9
MLT,1995,0.55,0.4,24.0,0.25
MHL,1995,0.3,0.55,19.0,0.1
MRT,1995,0.95,0.6,77.0,1.0
MUS,1995,0.55,0.3,30.0,0.4
MEX,1995,0.6,0.65,54.0,0.3
FSM,1995,0.55,0.5,23.0,0.1
MDA,1995,0.95,0.65,47.0,0.6
MCO,1995,0.0,0.0,0.0,-0.01093691848899958
MNG,1995,0.75,0.6,41.0,0.7
MNE,1995,0.0,0.0,0.0,-0.01093691848899958
MAR,1995,0.65,0.55,53.0,0.7
MOZ,1995,0.4,0.7,54.0,0.85
MMR,1995,1.0,0.95,99.0,1.0
NAM,1995,0.2,0.45,23.0,0.3
NRU,1995,0.5,0.3,18.0,0.1
NPL,1995,0.85,0.7,54.0,0.8
NLD,1995,0.15,0.2,18.0,0.3
NZL,1995,0.15,0.15,8.0,0.1
NIC,1995,0.55,0.5,53.0,0.55
NER,1995,0.8,0.7,61.0,0.65
NGA,1995,0.95,0.55,69.0,0.85
PRK,1995,1.0,1.0,92.0,1.0
NOR,1995,0.15,0.15,8.0,0.1
OMN,1995,0.95,1.0,69.0,1.0
PAK,1995,0.85,0.55,59.0,0.4
PLW,1995,0.0,0.0,0.0,-0.01093691848899958
PAN,1995,0.2,0.45,22.0,0.3
PNG,1995,0.3,0.4,23.0,0.2
PRY,1995,0.7,0.5,56.0,0.2
PER,1995,0.8,0.55,57.0,0.5
PHL,1995,0.55,0.8,46.0,0.2
POL,1995,0.4,0.2,29.0,0.45
PRT,1995,0.4,0.2,16.0,0.1
QAT,1995,1.0,1.0,64.0,0.8
ROU,1995,0.7,0.85,50.0,0.3
RUS,1995,0.55,0.45,55.0,0.25
RWA,1995,0.0,0.0,0.0,-0.01093691848899958
KNA,1995,0.4,0.25,19.0,0.2
