AFG,2008,3.723589897
AFG,2009,4.401778221
AFG,2010,4.75838089
AFG,2011,3.83171916
AFG,2012,3.782937527
AFG,2013,3.572100401
AFG,2014,3.130895615
AFG,2015,3.982854605
AFG,2016,4.220168591
AFG,2017,2.66171813
AFG,2018,2.694303274
ALB,2007,4.634251595
ALB,2009,5.485469818
ALB,2010,5.268936634
ALB,2011,5.867421627
ALB,2012,5.510124207
ALB,2013,4.550647736
ALB,2014,4.813763142
ALB,2015,4.606650829
ALB,2016,4.511100769
ALB,2017,4.639548302
ALB,2018,5.004402637
DZA,2010,5.46356678
DZA,2011,5.317194462
DZA,2012,5.604595661
DZA,2014,6.354898453
DZA,2016,5.340853691
DZA,2017,5.248912334
DZA,2018,5.043086052
AGO,2011,5.589000702
AGO,2012,4.360249996
AGO,2013,3.937106848
AGO,2014,3.794837952
ARG,2006,6.312925339
ARG,2007,6.073158264
ARG,2008,5.961034298
ARG,2009,6.424133301
ARG,2010,6.441067219
ARG,2011,6.775805473
ARG,2012,6.468387127
ARG,2013,6.582260132
ARG,2014,6.671114445
ARG,2015,6.69713068
ARG,2016,6.427221298
ARG,2017,6.039330006
ARG,2018,5.792796612
ARM,2006,4.289310932
ARM,2007,4.881515503
ARM,2008,4.651972294
ARM,2009,4.177581787
ARM,2010,4.367811203
ARM,2011,4.260491371
ARM,2012,4.319711685
ARM,2013,4.277191162
ARM,2014,4.453083038
ARM,2015,4.34831953
ARM,2016,4.325471878
ARM,2017,4.287736416
ARM,2018,5.062448502
AUS,2005,7.340688229
AUS,2007,7.285390854
AUS,2008,7.253757477
AUS,2010,7.450047016
AUS,2011,7.405616283
AUS,2012,7.195585728
AUS,2013,7.364169121
AUS,2014,7.288550377
AUS,2015,7.309060574
AUS,2016,7.250080109
AUS,2017,7.25703764
AUS,2018,7.17699337
AUT,2006,7.122211456
AUT,2008,7.180953979
AUT,2010,7.302678585
AUT,2011,7.470512867
AUT,2012,7.400688648
AUT,2013,7.498802662
AUT,2014,6.949999809
AUT,2015,7.07644701
AUT,2016,7.048071861
AUT,2017,7.293727875
AUT,2018,7.396001816
AZE,2006,4.727870941
AZE,2007,4.56815958
AZE,2008,4.817189217
AZE,2009,4.573725224
AZE,2010,4.218610764
AZE,2011,4.680469513
AZE,2012,4.910771847
AZE,2013,5.481178284
AZE,2014,5.25153017
AZE,2015,5.146774769
AZE,2016,5.3038949970000004
AZE,2017,5.152279377
AZE,2018,5.167995453
BHR,2009,5.700523376
BHR,2010,5.936869144
BHR,2011,4.82397604
BHR,2012,5.027186871
BHR,2013,6.689711094
BHR,2014,6.165133953
BHR,2015,6.00737524
BHR,2016,6.169673443
BHR,2017,6.227320671
BGD,2006,4.318909168
BGD,2007,4.607322216
BGD,2008,5.052278519
BGD,2009,5.08285141
BGD,2010,4.858481407
BGD,2011,4.985649109
BGD,2012,4.724443913
BGD,2013,4.660161018
BGD,2014,4.635564804
BGD,2015,4.633473873
BGD,2016,4.5561409
BGD,2017,4.309771061
BGD,2018,4.499217033
BLR,2006,5.657649994
BLR,2007,5.616976261
BLR,2008,5.463332176
BLR,2009,5.56413126
BLR,2010,5.525923252
BLR,2011,5.225307941
